claim_id,claim_date,sale_id,repair_status
CL-30593,2024-05-23,KF-0173,Rejected
CL-68696,2024-01-01,DW-803277,Pending
CL-53026,2024-04-07,UW-41141,Completed
CL-2518,2024-07-03,FP-98623,In Progress
CL-73795,2024-03-18,KG-75399,In Progress
CL-2259,2024-08-27,CI-85684,Completed
CL-22784,2024-05-23,VT-8964,Pending
CL-90983,2024-03-30,PJ-9596,Completed
CL-8203,2024-04-10,KI-3611,Rejected
CL-82200,2024-10-16,UI-000287,Completed
CL-18756,2024-03-06,OJ-57771,Completed
CL-7078,2024-08-23,JM-258666,Completed
CL-77755,2024-02-26,GK-930555,Rejected
CL-47493,2024-11-12,GM-479643,Rejected
CL-91213,2024-02-26,OG-55536,In Progress
CL-55984,2024-11-10,PJ-01039,In Progress
CL-2451,2024-02-06,JY-6653,Completed
CL-34034,2024-04-14,QI-11182,Rejected
CL-31203,2024-09-11,MV-89131,Completed
CL-88439,2024-02-03,AW-6192,In Progress
CL-32898,2024-08-07,DQ-98024,In Progress
CL-29462,2024-03-08,EM-3700,In Progress
CL-3672,2024-07-09,KR-01458,Completed
CL-37139,2024-11-04,WS-256856,Completed
CL-291,2024-03-08,FL-88550,Pending
CL-68212,2024-07-10,JX-49795,Pending
CL-44739,2024-01-03,JO-0447,Completed
CL-48903,2024-04-08,OQ-50314,In Progress
CL-44285,2024-02-11,VJ-914259,In Progress
CL-2120,2024-03-13,KF-1179,In Progress
CL-17521,2024-03-10,PR-9557,Rejected
CL-96744,2024-03-27,HN-004564,In Progress
CL-7081,2024-07-05,FN-28746,Rejected
CL-47368,2024-02-11,LY-2636,In Progress
CL-9318,2024-10-29,CP-731061,Pending
CL-14481,2024-09-03,AP-16114,In Progress
CL-38045,2024-08-25,WU-129344,Completed
CL-3245,2024-02-10,GJ-82172,Rejected
CL-39247,2024-06-18,GO-56158,Pending
CL-63281,2024-03-22,NT-67863,Completed
CL-8276,2024-07-22,FH-71500,Completed
CL-938,2024-06-05,ZS-6959,Rejected
CL-12928,2024-04-29,LA-21404,Pending
CL-70090,2024-08-17,RR-5405,Pending
CL-80963,2024-06-02,FL-296928,Pending
CL-36288,2024-04-28,UL-17885,Pending
CL-56587,2024-09-30,GW-60658,Completed
CL-26339,2024-11-11,LO-49945,Pending
CL-12590,2024-02-01,TQ-17178,Pending
CL-93952,2024-01-28,BM-664244,Rejected
CL-20103,2024-03-05,AO-77086,Completed
CL-90835,2024-05-12,JA-57717,Rejected
CL-55493,2024-11-02,PX-586077,In Progress
CL-8694,2024-04-04,ON-24709,Pending
CL-32120,2024-03-19,MZ-12026,Rejected
CL-13429,2024-08-12,JW-28399,Rejected
CL-7240,2024-09-20,CW-497784,In Progress
CL-69401,2024-07-15,HA-3271,Rejected
CL-56904,2024-06-05,KW-210053,Pending
CL-33417,2024-09-14,TH-5989,Rejected
CL-13013,2024-05-02,TA-75977,In Progress
CL-44522,2024-05-01,UG-893464,In Progress
CL-6138,2024-10-05,DO-6299,Rejected
CL-35214,2024-06-04,NY-245160,In Progress
CL-12778,2024-02-10,MM-3276,Completed
CL-4453,2024-08-12,XL-6838,Pending
CL-80420,2024-07-06,IE-788558,In Progress
CL-33941,2024-06-11,EL-77141,In Progress
CL-91394,2024-02-21,QC-350952,Pending
CL-152,2024-01-25,PJ-0533,Completed
CL-40605,2024-11-09,JI-95065,Rejected
CL-78116,2024-06-04,NO-122230,Pending
CL-71119,2024-05-18,ZU-691006,Rejected
CL-13283,2024-06-12,YK-43359,Pending
CL-86553,2024-03-16,FZ-4716,In Progress
CL-93104,2024-08-21,LN-96052,Pending
CL-75638,2024-02-26,LX-03119,In Progress
CL-7844,2024-10-20,VU-5066,Completed
CL-20760,2024-07-22,MI-8697,Completed
CL-83289,2024-01-13,FL-6744,Pending
CL-68311,2024-05-05,QM-7622,Rejected
CL-7534,2024-01-30,IC-24989,Completed
CL-71254,2024-03-25,UQ-125187,Pending
CL-8249,2024-08-10,CA-9295,Pending
CL-9989,2024-01-31,DR-387471,Completed
CL-494,2024-01-15,KT-925883,In Progress
CL-7387,2024-06-30,JL-516123,Rejected
CL-42020,2024-03-11,QS-4536,Rejected
CL-55591,2024-02-23,DQ-944630,Completed
CL-35403,2024-06-02,UA-23754,Pending
CL-87946,2024-05-15,IG-300153,In Progress
CL-344,2024-03-09,RB-4331,Pending
CL-98476,2024-10-03,US-6646,Completed
CL-89049,2024-05-11,QI-9881,Completed
CL-38886,2024-11-12,QF-9187,Rejected
CL-96730,2024-08-22,SF-468084,Pending
CL-6567,2024-02-17,XI-923719,Pending
CL-22731,2024-05-13,NR-53458,Completed
CL-12706,2024-05-22,TG-62393,Completed
CL-86244,2024-07-05,IY-7256,Pending
CL-3353,2024-07-10,FN-0672,Rejected
CL-87868,2024-10-30,SM-482944,Rejected
CL-31116,2024-03-18,WK-07709,Rejected
CL-87561,2024-04-11,AF-9330,Rejected
CL-285,2024-08-09,YA-584732,In Progress
CL-86756,2024-04-11,SS-1161,Completed
CL-11207,2024-07-22,GN-36565,In Progress
CL-79105,2024-04-03,VD-1649,Completed
CL-4407,2024-10-13,PP-434917,Pending
CL-8309,2024-09-03,TH-197829,Pending
CL-46074,2024-03-07,VR-157072,Rejected
CL-8024,2024-01-30,EY-38420,Pending
CL-62299,2024-04-15,IM-8215,Rejected
CL-7276,2024-08-02,UL-870426,In Progress
CL-67477,2024-02-11,GA-362187,In Progress
CL-96920,2024-07-12,UU-3287,Pending
CL-35000,2024-07-27,LG-575962,Pending
CL-59245,2024-10-10,YW-581916,Pending
CL-47190,2024-03-03,VW-12278,In Progress
CL-24858,2024-05-21,XV-604427,Pending
CL-79148,2024-09-23,WE-792040,In Progress
CL-13271,2024-06-24,FG-31695,In Progress
CL-2152,2024-09-04,GE-8786,Pending
CL-4075,2024-08-06,XP-4472,Rejected
CL-81390,2024-09-25,SA-3158,Completed
CL-7878,2024-04-30,OV-102065,Rejected
CL-33181,2024-11-02,NL-4600,Completed
CL-66093,2024-01-20,ZT-921441,Completed
CL-9285,2024-10-29,QM-603623,Rejected
CL-8880,2024-10-02,JO-3959,Rejected
CL-92857,2024-05-22,OO-5867,In Progress
CL-25100,2024-08-03,CQ-2274,Pending
CL-3576,2024-07-30,JB-2503,In Progress
CL-7258,2024-09-04,XN-41518,Pending
CL-14967,2024-06-19,GR-4765,Completed
CL-50791,2024-01-05,TH-451972,Pending
CL-57977,2024-06-08,LC-641431,In Progress
CL-78563,2024-01-10,VE-768071,Completed
CL-68216,2024-11-05,FH-78292,In Progress
CL-449,2024-04-04,AE-7629,Rejected
CL-25179,2024-07-26,KP-72998,In Progress
CL-6644,2024-01-02,FQ-865249,Pending
CL-98200,2024-10-24,MD-3200,In Progress
CL-93402,2024-04-12,VR-938502,Completed
CL-50352,2024-03-11,HR-4873,Pending
CL-38077,2024-10-17,UB-51887,Pending
CL-9075,2024-07-16,RY-81346,Completed
CL-57056,2024-09-23,BK-5808,Rejected
CL-6498,2024-05-08,MR-8488,Completed
CL-1246,2024-09-26,FQ-3333,In Progress
CL-77382,2024-02-28,SM-499781,Rejected
CL-30869,2024-03-03,RY-3910,Completed
CL-73608,2024-04-17,GM-773866,Completed
CL-78087,2024-06-28,ZW-2268,Pending
CL-72579,2024-08-22,OZ-204602,In Progress
CL-7386,2024-10-23,YS-66337,In Progress
CL-10690,2024-01-12,VY-459214,Rejected
CL-7235,2024-08-15,JL-59101,Rejected
CL-5345,2024-01-03,XW-88115,Completed
CL-2051,2024-06-12,GS-40450,Pending
CL-26790,2024-01-30,RE-7417,Rejected
CL-34821,2024-09-17,IR-65269,Rejected
CL-86947,2024-04-20,BT-7181,Pending
CL-8991,2024-06-16,PL-83992,Rejected
CL-53852,2024-04-19,KD-11912,Completed
CL-84840,2024-03-07,QO-69550,Rejected
CL-58531,2024-11-06,JR-673144,Completed
CL-289,2024-08-07,RH-1604,Pending
CL-82045,2024-09-19,FW-6683,Rejected
CL-52762,2024-03-03,XK-203298,Completed
CL-31227,2024-05-21,EV-765975,Completed
CL-38455,2024-08-13,LG-952506,Completed
CL-17465,2024-09-25,UE-575504,Rejected
CL-5726,2024-08-18,AL-658265,Pending
CL-95015,2024-04-20,WT-184049,Rejected
CL-97519,2024-10-19,ZT-27812,Completed
CL-31534,2024-10-03,JT-0603,In Progress
CL-39228,2024-10-03,TY-39747,In Progress
CL-1547,2024-02-23,VH-525819,Rejected
CL-31081,2024-01-13,MN-641738,In Progress
CL-85600,2024-02-27,CL-4193,In Progress
CL-90731,2024-06-23,KU-9313,Rejected
CL-3815,2024-06-14,YJ-223165,In Progress
CL-84093,2024-05-20,EX-024698,Pending
CL-95596,2024-08-05,WT-0202,Pending
CL-89273,2024-10-19,FS-7248,In Progress
CL-4658,2024-10-19,HN-98007,Completed
CL-60764,2024-01-16,VB-0636,Rejected
CL-2146,2024-05-15,XC-4876,Pending
CL-36615,2024-10-09,QU-28637,In Progress
CL-97861,2024-01-20,KX-103517,Rejected
CL-9768,2024-06-10,PC-6260,Rejected
CL-45712,2024-05-16,XE-137272,In Progress
CL-61124,2024-03-15,JO-109320,Rejected
CL-87886,2024-10-24,PT-030877,Rejected
CL-9581,2024-08-18,AM-01227,In Progress
CL-89266,2024-06-01,SV-916972,Rejected
CL-9379,2024-07-23,RA-70517,In Progress
CL-23273,2024-07-01,EI-4995,Rejected
CL-42334,2024-10-29,FW-969326,In Progress
CL-98848,2024-08-26,BB-394370,In Progress
CL-55458,2024-03-22,SH-5010,In Progress
CL-88952,2024-02-03,UG-4083,In Progress
CL-61964,2024-01-04,DQ-007865,Rejected
CL-2530,2024-05-12,UK-758077,Completed
CL-82558,2024-09-18,YU-5837,In Progress
CL-94061,2024-10-13,BH-818605,Completed
CL-7969,2024-01-11,OV-637836,Pending
CL-94131,2024-07-09,HV-405972,Completed
CL-45452,2024-03-16,RH-004777,Pending
CL-68859,2024-05-14,TP-489437,Pending
CL-54484,2024-11-10,MG-38505,In Progress
CL-28526,2024-04-30,OS-9928,Completed
CL-68857,2024-01-21,CY-28110,Rejected
CL-61682,2024-09-06,RR-351940,In Progress
CL-27055,2024-07-07,KM-462759,Completed
CL-2738,2024-07-24,CK-78562,Completed
CL-2912,2024-02-08,QW-7525,Completed
CL-29233,2024-03-14,ZU-7291,Rejected
CL-4225,2024-07-07,UA-72370,Pending
CL-6998,2024-07-27,MD-4678,Rejected
CL-80467,2024-08-03,WX-79965,Pending
CL-5929,2024-02-11,YB-284701,In Progress
CL-2908,2024-08-01,YU-091402,In Progress
CL-6580,2024-01-14,FM-8861,In Progress
CL-62691,2024-03-30,FV-50915,Completed
CL-15941,2024-09-01,CB-07192,In Progress
CL-49998,2024-08-30,ZE-279284,Rejected
CL-4307,2024-01-12,MS-8365,Rejected
CL-42511,2024-03-04,RG-1083,Rejected
CL-904,2024-07-12,GJ-30692,In Progress
CL-50309,2024-04-20,UE-03890,Pending
CL-85070,2024-07-22,DL-36010,Completed
CL-5973,2024-04-12,PY-25025,Completed
CL-97160,2024-07-26,BA-8065,Pending
CL-56268,2024-05-05,GK-37128,Pending
CL-66343,2024-04-10,PX-0153,Completed
CL-60247,2024-01-29,OL-4928,In Progress
CL-2349,2024-06-07,OQ-4017,Pending
CL-77703,2024-10-16,NZ-8004,In Progress
CL-5293,2024-09-23,KS-88912,In Progress
CL-59717,2024-11-01,QW-6473,Completed
CL-9964,2024-06-13,NL-02451,Rejected
CL-50137,2024-10-12,OC-9637,Rejected
CL-44770,2024-02-25,RC-1036,Rejected
CL-76135,2024-09-26,MK-1524,Rejected
CL-61403,2024-03-17,OB-980354,In Progress
CL-5735,2024-11-09,VB-317738,Pending
CL-6359,2024-05-30,ZV-880930,In Progress
CL-29441,2024-09-03,TX-4972,Rejected
CL-89629,2024-06-24,TQ-933297,Pending
CL-8145,2024-02-13,NW-506073,Completed
CL-32427,2024-09-26,WI-5094,Rejected
CL-7485,2024-09-15,VY-33656,In Progress
CL-83429,2024-04-18,GQ-96188,In Progress
CL-41594,2024-02-26,ZI-0072,In Progress
CL-6323,2024-09-25,MB-921574,Pending
CL-483,2024-10-30,TO-06887,Rejected
CL-52975,2024-08-24,YX-9839,In Progress
CL-98630,2024-02-20,BT-2243,Completed
CL-4172,2024-02-27,IB-372138,In Progress
CL-98999,2024-04-27,ZC-504319,Completed
CL-16273,2024-02-03,HY-79324,Pending
CL-64276,2024-09-04,XA-165999,Completed
CL-13396,2024-07-09,CZ-339791,Pending
CL-10418,2024-10-25,SU-59722,Rejected
CL-28776,2024-10-24,UK-67011,Completed
CL-7096,2024-08-01,SB-1046,Pending
CL-91539,2024-06-16,JL-620691,Pending
CL-12763,2024-05-03,NK-2656,Pending
CL-99491,2024-05-05,JE-0145,Rejected
CL-1423,2024-03-29,IU-51813,Completed
CL-79063,2024-08-31,NO-369610,In Progress
CL-122,2024-08-24,ER-79004,In Progress
CL-24799,2024-03-13,AV-55051,In Progress
CL-5734,2024-03-03,GM-694845,Completed
CL-11873,2024-09-18,SI-98226,Completed
CL-90514,2024-10-07,FM-40015,Rejected
CL-40731,2024-09-13,QB-10058,Completed
CL-17803,2024-10-03,VC-2871,In Progress
CL-698,2024-02-29,HL-798440,Completed
CL-67649,2024-09-30,GU-5135,In Progress
CL-79435,2024-06-28,FI-599848,Pending
CL-19689,2024-11-07,YP-54747,Pending
CL-36984,2024-05-16,QD-4372,Rejected
CL-8604,2024-06-26,DP-1480,Completed
CL-7915,2024-09-19,NP-176039,Rejected
CL-89891,2024-03-21,VS-77748,Completed
CL-39039,2024-05-06,JB-072577,In Progress
CL-71853,2024-01-19,FO-153526,Rejected
CL-75351,2024-09-02,MX-498147,Pending
CL-39610,2024-09-21,XY-361156,In Progress
CL-6353,2024-09-24,CT-902308,Completed
CL-64328,2024-03-11,VY-1629,Pending
CL-5730,2024-07-21,ZV-0368,In Progress
CL-11026,2024-10-22,TB-531872,Completed
CL-1830,2024-07-18,VE-063524,Rejected
CL-17283,2024-05-08,VI-9267,Pending
CL-62659,2024-09-01,QD-248328,Completed
CL-40896,2024-03-11,OT-56980,Rejected
CL-4807,2024-11-10,XC-240298,Completed
CL-69294,2024-05-02,PG-161218,Rejected
CL-70156,2024-04-27,ER-330499,Pending
CL-92961,2024-06-25,UR-0182,Rejected
CL-66336,2024-11-08,IE-652306,Pending
CL-76927,2024-05-01,AH-64802,In Progress
CL-95842,2024-03-25,IL-226145,Pending
CL-7321,2024-06-13,RO-24434,Completed
CL-9052,2024-05-26,HW-37618,Completed
CL-63646,2024-06-11,AF-8606,Pending
CL-69998,2024-09-11,CW-8038,In Progress
CL-27763,2024-07-31,CI-1239,In Progress
CL-93416,2024-07-27,AU-256444,Pending
CL-3796,2024-11-01,UH-31188,Pending
CL-23531,2024-04-08,DZ-462869,In Progress
CL-387,2024-09-05,VF-6168,Pending
CL-8923,2024-05-19,MO-151259,Completed
CL-8710,2024-01-28,BO-286003,In Progress
CL-30388,2024-04-07,GJ-1421,Completed
CL-9083,2024-01-28,JS-82082,Pending
CL-28738,2024-06-24,MM-939320,In Progress
CL-42382,2024-09-29,VS-817794,Completed
CL-58199,2024-10-20,EY-2382,Pending
CL-4883,2024-02-11,ZH-60710,In Progress
CL-83919,2024-09-04,PV-919587,Pending
CL-59493,2024-01-15,LN-27820,Pending
CL-62220,2024-06-29,PP-6757,Rejected
CL-17071,2024-07-26,XJ-3725,In Progress
CL-6803,2024-09-29,AJ-54112,Completed
CL-72905,2024-06-14,QF-4431,Pending
CL-6156,2024-10-14,FI-9408,Completed
CL-1829,2024-02-20,CW-62859,Rejected
CL-15067,2024-05-26,CL-99101,In Progress
CL-86727,2024-03-17,LJ-489401,Pending
CL-18178,2024-05-07,VM-8874,Completed
CL-27097,2024-10-06,NM-819976,Rejected
CL-96083,2024-08-16,PF-3206,Pending
CL-65868,2024-01-25,XT-026693,In Progress
CL-81647,2024-03-18,XC-9823,Rejected
CL-77279,2024-01-10,CS-01711,Completed
CL-64433,2024-07-15,UG-35243,Pending
CL-46977,2024-09-24,WK-219415,Pending
CL-97467,2024-04-11,EJ-4680,Pending
CL-27697,2024-10-22,JA-92389,Rejected
CL-99375,2024-03-25,NC-982923,In Progress
CL-56621,2024-10-13,TF-3066,In Progress
CL-96196,2024-07-20,VX-0520,Rejected
CL-3231,2024-04-07,IA-587700,Pending
CL-72849,2024-11-04,GX-171432,Rejected
CL-57500,2024-04-02,IF-1423,Pending
CL-622,2024-02-12,BN-260095,Completed
CL-3962,2024-09-04,JD-18206,Rejected
CL-36074,2024-02-03,YH-0084,Completed
CL-63802,2024-05-26,QL-7391,Completed
CL-7488,2024-06-02,CT-6047,Rejected
CL-33355,2024-01-20,XG-5948,In Progress
CL-32151,2024-01-23,RP-86230,In Progress
CL-32143,2024-10-21,WV-1027,Rejected
CL-65008,2024-01-18,VM-4595,Completed
CL-3907,2024-08-07,UH-74876,Completed
CL-5049,2024-08-23,CK-96406,Rejected
CL-83748,2024-11-03,JZ-2833,Pending
CL-70142,2024-03-25,ST-8130,In Progress
CL-50543,2024-04-21,DX-1385,Pending
CL-2778,2024-10-04,PC-032840,In Progress
CL-72237,2024-07-09,MA-214623,Pending
CL-89706,2024-08-02,KP-86589,Rejected
CL-91392,2024-06-19,MU-28886,Completed
CL-94681,2024-03-30,BH-604839,In Progress
CL-79463,2024-10-21,DA-710076,Completed
CL-5685,2024-06-22,FC-63330,Rejected
CL-67381,2024-08-14,EA-0206,Pending
CL-1809,2024-01-27,DB-7717,Completed
CL-82746,2024-02-07,ZY-5921,Completed
CL-9763,2024-05-03,XW-788911,Pending
CL-382,2024-10-02,ED-6711,Rejected
CL-67394,2024-02-22,PP-115686,Completed
CL-69194,2024-10-15,CD-728136,In Progress
CL-92324,2024-06-26,PT-43138,Pending
CL-45760,2024-04-20,TC-1453,Pending
CL-37258,2024-08-28,AK-808128,In Progress
CL-4880,2024-04-22,WU-68563,Rejected
CL-5904,2024-03-30,UF-4184,Rejected
CL-93378,2024-03-14,FR-523993,Completed
CL-57855,2024-02-28,CY-9438,Pending
CL-1994,2024-02-10,BE-1672,Rejected
CL-27181,2024-07-02,NM-17410,Pending
CL-469,2024-05-07,PZ-749034,In Progress
CL-42929,2024-03-09,QZ-942509,Pending
CL-82144,2024-06-26,FR-50078,Rejected
CL-14226,2024-09-11,GP-12300,Pending
CL-4353,2024-10-25,FS-18927,Completed
CL-1060,2024-08-15,SV-95156,In Progress
CL-87144,2024-11-02,EO-784123,In Progress
CL-8965,2024-10-06,EJ-77779,Rejected
CL-33272,2024-03-30,XK-59929,Rejected
CL-41681,2024-03-19,OT-55128,Rejected
CL-33713,2024-08-25,MP-86482,Completed
CL-50082,2024-11-02,WN-156830,Pending
CL-7540,2024-04-24,VO-1952,Completed
CL-99652,2024-05-08,MJ-429226,Pending
CL-86960,2024-10-21,WK-833191,Rejected
CL-14052,2024-04-10,KF-2515,Rejected
CL-9784,2024-04-08,IQ-2663,Completed
CL-11348,2024-10-15,XI-33771,Pending
CL-69116,2024-03-13,ZX-69142,Completed
CL-28832,2024-06-04,OJ-81572,In Progress
CL-6439,2024-04-04,HC-62378,Completed
CL-24128,2024-07-02,HO-760727,Pending
CL-18524,2024-08-02,IO-51791,Completed
CL-32559,2024-08-24,GD-3939,Rejected
CL-71900,2024-08-13,JI-1931,Completed
CL-27575,2024-09-12,TT-4612,In Progress
CL-8503,2024-08-17,XX-692251,Completed
CL-8002,2024-02-03,VF-996019,Pending
CL-7007,2024-02-21,UJ-03049,Rejected
CL-65523,2024-04-19,PB-63070,Rejected
CL-31018,2024-09-14,IY-15457,Pending
CL-48852,2024-07-26,XS-5459,In Progress
CL-2060,2024-05-28,OQ-4764,Completed
CL-61287,2024-04-07,KO-3348,Rejected
CL-110,2024-07-24,WG-25162,Completed
CL-86979,2024-03-23,CS-56452,Pending
CL-7609,2024-01-06,EL-265661,Completed
CL-51609,2024-06-03,NW-47719,Completed
CL-93131,2024-07-12,SO-560737,Completed
CL-40420,2024-10-29,GK-6975,Completed
CL-90471,2024-01-15,GB-977621,Rejected
CL-2174,2024-03-08,ZS-026435,Rejected
CL-94363,2024-06-13,JA-25187,In Progress
CL-7659,2024-06-21,LT-61935,Rejected
CL-25107,2024-07-02,NI-674751,Completed
CL-9220,2024-09-20,LO-5049,Rejected
CL-5205,2024-09-13,FC-174973,In Progress
CL-8070,2024-08-30,XG-83894,Pending
CL-47504,2024-02-27,ZD-221565,Rejected
CL-42150,2024-07-11,UR-49151,Completed
CL-97563,2024-02-27,XI-81358,Rejected
CL-65063,2024-08-24,MT-304991,Rejected
CL-39765,2024-08-20,JA-8602,In Progress
CL-96096,2024-01-17,YH-653509,Completed
CL-32948,2024-07-15,EK-810582,Completed
CL-65407,2024-07-22,SX-0672,Rejected
CL-94594,2024-08-06,PE-089114,Completed
CL-78734,2024-04-21,JL-8586,Pending
CL-58006,2024-02-26,DC-6370,Pending
CL-98765,2024-04-06,HN-86668,Rejected
CL-4095,2024-08-26,FD-5069,Completed
CL-6145,2024-11-05,IK-89170,Completed
CL-54602,2024-01-20,BI-093271,In Progress
CL-943,2024-09-17,OK-647204,In Progress
CL-47728,2024-01-29,RU-5475,Rejected
CL-99379,2024-11-06,DN-16083,Pending
CL-31497,2024-07-12,IK-7136,Rejected
CL-32947,2024-07-05,JC-9848,Pending
CL-29207,2024-05-11,OF-39722,Rejected
CL-84078,2024-01-18,UC-33259,In Progress
CL-3681,2024-01-12,YP-1140,In Progress
CL-24076,2024-03-25,PM-06241,Rejected
CL-7623,2024-09-08,RU-61810,Completed
CL-182,2024-03-11,MI-90278,Rejected
CL-52718,2024-08-12,NC-474879,In Progress
CL-62476,2024-11-07,HO-25952,Pending
CL-92799,2024-10-26,UK-69720,In Progress
CL-7401,2024-02-01,ZQ-27716,Rejected
CL-2918,2024-06-20,NS-3624,Completed
CL-88412,2024-11-08,BX-156337,In Progress
CL-41189,2024-01-30,AM-8265,Completed
CL-58982,2024-10-09,DT-199982,In Progress
CL-77780,2024-09-14,KN-249834,Rejected
CL-48093,2024-04-20,IO-410598,Completed
CL-86402,2024-05-12,II-952693,Pending
CL-29467,2024-01-07,CW-450389,Rejected
CL-230,2024-09-02,OP-9012,In Progress
CL-50985,2024-02-17,SD-4032,Rejected
CL-81562,2024-03-29,YN-198501,Pending
CL-23933,2024-06-03,PO-72165,Completed
CL-55321,2024-04-11,LQ-58483,Completed
CL-43953,2024-08-25,QB-28301,Pending
CL-69399,2024-07-28,FA-341197,In Progress
CL-55890,2024-07-25,LJ-3276,Completed
CL-54419,2024-03-21,ZG-71410,Completed
CL-25660,2024-06-18,PO-49982,In Progress
CL-63852,2024-11-06,ME-278045,In Progress
CL-27113,2024-03-03,WQ-68727,Rejected
CL-14674,2024-06-13,MX-114503,In Progress
CL-17061,2024-09-14,DK-39631,Pending
CL-35595,2024-08-09,NN-3435,Pending
CL-27458,2024-10-26,CJ-4905,In Progress
CL-42110,2024-07-13,JC-132729,Rejected
CL-25743,2024-02-28,VH-51862,Completed
CL-31365,2024-11-12,BF-206104,In Progress
CL-132,2024-03-09,JF-56629,Pending
CL-11714,2024-06-23,RW-155020,Rejected
CL-2919,2024-09-18,ZA-7730,Pending
CL-3261,2024-10-06,WZ-509079,Rejected
CL-46333,2024-02-09,BY-7690,Rejected
CL-77237,2024-04-22,LU-45612,In Progress
CL-47787,2024-06-05,IQ-843533,Rejected
CL-8282,2024-10-01,NF-31183,Pending
CL-13039,2024-01-03,KR-529547,Rejected
CL-60843,2024-03-13,RI-45826,Rejected
CL-97437,2024-09-22,OM-105247,Pending
CL-3405,2024-07-27,IR-9684,Completed
CL-86130,2024-10-22,NW-41344,Rejected
CL-5852,2024-03-01,YB-56830,Completed
CL-29211,2024-05-27,TI-2891,Pending
CL-98068,2024-07-29,LV-041767,Rejected
CL-45077,2024-03-10,NP-1185,Rejected
CL-84725,2024-10-06,PX-843437,Pending
CL-68600,2024-08-06,ZW-533860,Completed
CL-34631,2024-04-19,FU-97488,Rejected
CL-27335,2024-04-16,QI-30677,Completed
CL-44533,2024-03-21,DP-66014,In Progress
CL-94562,2024-04-12,OG-3699,Rejected
CL-94371,2024-10-25,AI-0740,Pending
CL-88730,2024-03-19,SS-6975,Pending
CL-9831,2024-08-12,UC-13455,Completed
CL-9980,2024-01-17,AF-629200,Completed
CL-2731,2024-01-02,FH-823095,In Progress
CL-21210,2024-06-06,QF-07329,Completed
CL-64215,2024-05-31,FX-03038,In Progress
CL-95099,2024-01-17,AO-39985,In Progress
CL-79146,2024-08-03,WW-243151,Pending
CL-30313,2024-09-26,AQ-57546,Rejected
CL-81586,2024-03-14,AM-94281,Rejected
CL-72303,2024-08-18,HW-2379,Rejected
CL-71176,2024-03-16,BT-1776,Completed
CL-74136,2024-03-17,FD-17307,Completed
CL-17424,2024-02-22,ET-96192,Rejected
CL-46374,2024-02-14,FJ-73967,Completed
CL-25101,2024-04-28,PB-14360,In Progress
CL-1481,2024-02-17,QK-57573,Rejected
CL-9042,2024-04-02,RC-67669,Rejected
CL-43038,2024-02-24,QK-2719,Completed
CL-20277,2024-05-20,LX-847225,In Progress
CL-42366,2024-07-28,YU-88589,Completed
CL-29877,2024-01-15,MW-6588,Rejected
CL-80602,2024-06-15,PO-161018,Rejected
CL-4771,2024-10-20,VI-9533,Rejected
CL-65921,2024-04-15,IS-780953,Pending
CL-78453,2024-03-21,ZQ-5528,Pending
CL-3998,2024-01-31,IH-666031,Completed
CL-47828,2024-07-07,PR-19596,Rejected
CL-18080,2024-03-22,SH-42173,Pending
CL-71746,2024-02-07,SL-77123,Completed
CL-1891,2024-04-13,ME-322423,In Progress
CL-43234,2024-10-28,OF-58096,In Progress
CL-78315,2024-10-08,KQ-66243,Rejected
CL-1900,2024-02-26,IR-72471,Pending
CL-8895,2024-02-23,YH-8613,Rejected
CL-6817,2024-05-26,LJ-753445,Completed
CL-1212,2024-05-16,JH-1674,In Progress
CL-50177,2024-03-13,YG-579075,Rejected
CL-69678,2024-06-20,IP-9481,In Progress
CL-65128,2024-02-13,OB-547657,Completed
CL-10645,2024-10-02,AU-639203,Pending
CL-76420,2024-03-09,HX-9777,Pending
CL-21332,2024-05-17,TL-2613,Pending
CL-87533,2024-09-07,FC-69427,In Progress
CL-1436,2024-02-28,XW-686544,In Progress
CL-44236,2024-05-28,VF-4331,Pending
CL-16469,2024-08-17,ZI-850737,Pending
CL-409,2024-08-26,KI-2510,Rejected
CL-81997,2024-04-08,BJ-4657,Rejected
CL-28591,2024-04-28,ZF-0319,In Progress
CL-43847,2024-07-08,FA-5888,In Progress
CL-7986,2024-01-05,OH-88751,In Progress
CL-80324,2024-06-22,US-05155,Completed
CL-3993,2024-03-23,MU-24582,Pending
CL-47899,2024-09-04,ZP-3794,Completed
CL-20038,2024-02-10,EZ-367472,Pending
CL-81967,2024-06-29,WZ-9699,In Progress
CL-9580,2024-05-02,GP-455977,Completed
CL-55824,2024-10-01,AS-53910,Rejected
CL-30561,2024-01-08,UC-28354,Pending
CL-40886,2024-04-13,BF-91952,In Progress
CL-13457,2024-09-25,BN-69071,Rejected
CL-23251,2024-05-10,LH-944468,Completed
CL-7044,2024-05-04,UF-8852,Rejected
CL-29880,2024-09-03,ZY-963885,In Progress
CL-55576,2024-06-17,YB-60937,Rejected
CL-81401,2024-10-27,VW-1327,Pending
CL-34667,2024-03-01,UE-11984,Completed
CL-44384,2024-08-07,CT-27477,In Progress
CL-89616,2024-05-14,KD-6590,Rejected
CL-36147,2024-10-29,ET-3494,Completed
CL-96361,2024-02-27,WN-485805,Completed
CL-5731,2024-02-15,JR-738256,Completed
CL-7378,2024-02-11,WF-37335,Pending
CL-42002,2024-03-09,JG-158604,Rejected
CL-5140,2024-01-26,NT-0971,Rejected
